time,open,high,low,close
2023-01-11 16:00:00,1.07537,1.07745,1.07485,1.0761
2023-01-11 20:00:00,1.07611,1.07733,1.07603,1.07715
2023-01-12 00:00:00,1.07715,1.0775,1.07453,1.07479
2023-01-12 04:00:00,1.07479,1.07732,1.07426,1.07625
2023-01-12 08:00:00,1.07628,1.08387,1.07297,1.08222
2023-01-12 12:00:00,1.08223,1.08668,1.0821,1.08522
2023-01-12 16:00:00,1.08524,1.08679,1.08456,1.0852
2023-01-12 20:00:00,1.08521,1.0856,1.08315,1.08398
2023-01-13 00:00:00,1.08396,1.0864,1.08315,1.08551
2023-01-13 04:00:00,1.0855,1.08599,1.08031,1.08117
2023-01-13 08:00:00,1.08119,1.08386,1.07803,1.081
2023-01-13 12:00:00,1.081,1.08356,1.08064,1.08323
2023-01-13 16:00:00,1.08323,1.08343,1.08286,1.08302
2023-01-15 17:00:00,1.08288,1.08441,1.08201,1.08416
2023-01-15 20:00:00,1.08414,1.08741,1.08405,1.08526
2023-01-16 00:00:00,1.08527,1.08609,1.08022,1.08032
2023-01-16 04:00:00,1.08031,1.08364,1.08013,1.0815
2023-01-16 08:00:00,1.08149,1.0829,1.08058,1.08246
2023-01-16 12:00:00,1.08244,1.08264,1.08107,1.08203
2023-01-16 16:00:00,1.08203,1.08336,1.08165,1.08284
2023-01-16 20:00:00,1.08285,1.08327,1.08061,1.0826
2023-01-17 00:00:00,1.08258,1.08385,1.08118,1.08272
2023-01-17 04:00:00,1.08271,1.08576,1.08088,1.08525
2023-01-17 08:00:00,1.08523,1.08693,1.0786,1.07926
2023-01-17 12:00:00,1.07926,1.08035,1.07744,1.07934
2023-01-17 16:00:00,1.07934,1.07936,1.07823,1.07842
2023-01-17 20:00:00,1.07843,1.07992,1.07661,1.07742
2023-01-18 00:00:00,1.07743,1.08512,1.07679,1.0843
2023-01-18 04:00:00,1.0843,1.08714,1.08115,1.0824
2023-01-18 08:00:00,1.08237,1.08873,1.08134,1.08265
2023-01-18 12:00:00,1.08268,1.08277,1.07866,1.07889
2023-01-18 16:00:00,1.0789,1.07982,1.07861,1.07872
2023-01-18 20:00:00,1.07872,1.08054,1.07821,1.07956
2023-01-19 00:00:00,1.07958,1.08247,1.07825,1.08166
2023-01-19 04:00:00,1.08167,1.0838,1.08049,1.08088
2023-01-19 08:00:00,1.08089,1.0825,1.07837,1.08089
2023-01-19 12:00:00,1.08089,1.08398,1.08085,1.08289
2023-01-19 16:00:00,1.0829,1.08401,1.08265,1.08312
2023-01-19 20:00:00,1.08313,1.0844,1.08278,1.08294
2023-01-20 00:00:00,1.08293,1.08587,1.08207,1.08402
2023-01-20 04:00:00,1.08402,1.08516,1.08139,1.08182
2023-01-20 08:00:00,1.08182,1.08477,1.08022,1.08303
2023-01-20 12:00:00,1.08303,1.08582,1.08293,1.08562
2023-01-20 16:00:00,1.08563,1.0858,1.08544,1.08549
2023-01-22 17:00:00,1.08678,1.0887,1.08611,1.08848
2023-01-22 20:00:00,1.08846,1.09029,1.08804,1.08946
2023-01-23 00:00:00,1.08945,1.09267,1.08871,1.08997
2023-01-23 04:00:00,1.08996,1.09203,1.08666,1.08708
2023-01-23 08:00:00,1.08711,1.08776,1.08461,1.08638
2023-01-23 12:00:00,1.08638,1.08728,1.08474,1.08679
2023-01-23 16:00:00,1.08677,1.08759,1.0865,1.08735
2023-01-23 20:00:00,1.08735,1.08828,1.08692,1.08761
2023-01-24 00:00:00,1.08763,1.08978,1.08663,1.08748
2023-01-24 04:00:00,1.08746,1.08829,1.08517,1.08594
2023-01-24 08:00:00,1.08595,1.08831,1.08349,1.08714
2023-01-24 12:00:00,1.08715,1.08887,1.08699,1.08814
2023-01-24 16:00:00,1.08813,1.08903,1.08805,1.0887
2023-01-24 20:00:00,1.0887,1.09028,1.08837,1.08986
2023-01-25 00:00:00,1.08986,1.0911,1.08677,1.08768
2023-01-25 04:00:00,1.08771,1.08918,1.08571,1.08746
2023-01-25 08:00:00,1.08736,1.09236,1.08643,1.09001
2023-01-25 12:00:00,1.09001,1.0918,1.08938,1.09142
2023-01-25 16:00:00,1.09142,1.09246,1.09113,1.09155
2023-01-25 20:00:00,1.09156,1.09215,1.09069,1.09143
2023-01-26 00:00:00,1.09142,1.09293,1.09055,1.09089
2023-01-26 04:00:00,1.09089,1.09099,1.08866,1.08926
2023-01-26 08:00:00,1.08925,1.09173,1.08505,1.08646
2023-01-26 12:00:00,1.08647,1.08923,1.08578,1.08921
2023-01-26 16:00:00,1.08919,1.09001,1.08868,1.08964
2023-01-26 20:00:00,1.08963,1.08992,1.08658,1.08661
2023-01-27 00:00:00,1.08662,1.08916,1.08654,1.08902
2023-01-27 04:00:00,1.08901,1.08953,1.08661,1.08667
2023-01-27 08:00:00,1.08666,1.0879,1.08377,1.08562
2023-01-27 12:00:00,1.08563,1.08728,1.08524,1.08652
2023-01-27 16:00:00,1.08651,1.08697,1.08648,1.08649
2023-01-29 17:00:00,1.08643,1.08753,1.08595,1.08746
2023-01-29 20:00:00,1.08746,1.08792,1.0861,1.08761
2023-01-30 00:00:00,1.0876,1.08894,1.08528,1.08811
2023-01-30 04:00:00,1.08812,1.09137,1.08762,1.09036
2023-01-30 08:00:00,1.09036,1.0911,1.08605,1.08657
2023-01-30 12:00:00,1.08656,1.08667,1.08389,1.08457
2023-01-30 16:00:00,1.08457,1.08571,1.08456,1.08537
2023-01-30 20:00:00,1.08538,1.08599,1.08393,1.0846
2023-01-31 00:00:00,1.0846,1.08496,1.08024,1.08032
2023-01-31 04:00:00,1.08034,1.08386,1.08019,1.08259
2023-01-31 08:00:00,1.0826,1.08675,1.0826,1.08568
2023-01-31 12:00:00,1.08568,1.08747,1.08504,1.08718
2023-01-31 16:00:00,1.08718,1.08724,1.08583,1.08622
2023-01-31 20:00:00,1.08622,1.08687,1.0852,1.08656
2023-02-01 00:00:00,1.08655,1.08884,1.08653,1.08872
2023-02-01 04:00:00,1.08872,1.08977,1.08783,1.08913
2023-02-01 08:00:00,1.08915,1.09247,1.08881,1.09163
2023-02-01 12:00:00,1.09164,1.10009,1.08885,1.09879
2023-02-01 16:00:00,1.09879,1.10327,1.09831,1.10185
2023-02-01 20:00:00,1.10186,1.10253,1.1006,1.10195
2023-02-02 00:00:00,1.10197,1.10246,1.09913,1.10049
2023-02-02 04:00:00,1.1005,1.10061,1.09803,1.09839
2023-02-02 08:00:00,1.0984,1.10038,1.08851,1.09169
2023-02-02 12:00:00,1.09168,1.09267,1.0905,1.09137
2023-02-02 16:00:00,1.09136,1.09161,1.08921,1.08972
2023-02-02 20:00:00,1.08971,1.08994,1.0887,1.08931
2023-02-03 00:00:00,1.08931,1.09071,1.08818,1.09033
2023-02-03 04:00:00,1.09035,1.09368,1.08934,1.09325
2023-02-03 08:00:00,1.09325,1.09399,1.08092,1.0825
2023-02-03 12:00:00,1.08248,1.08366,1.07929,1.07931
2023-02-03 16:00:00,1.07935,1.08006,1.07924,1.07929
2023-02-05 17:00:00,1.0782,1.07981,1.07813,1.07885
2023-02-05 20:00:00,1.07886,1.07987,1.0782,1.07962
2023-02-06 00:00:00,1.07961,1.07979,1.07747,1.07852
2023-02-06 04:00:00,1.07852,1.07881,1.07565,1.0773
2023-02-06 08:00:00,1.0773,1.07776,1.07173,1.0721
2023-02-06 12:00:00,1.07209,1.07371,1.07092,1.07296
2023-02-06 16:00:00,1.07295,1.07361,1.07231,1.0736
2023-02-06 20:00:00,1.0736,1.07425,1.07284,1.07326
2023-02-07 00:00:00,1.07327,1.07436,1.06968,1.07188
2023-02-07 04:00:00,1.07187,1.07347,1.0698,1.07051
2023-02-07 08:00:00,1.07051,1.07119,1.0669,1.07046
2023-02-07 12:00:00,1.07045,1.07664,1.06872,1.07249
2023-02-07 16:00:00,1.07248,1.07339,1.07214,1.0732
2023-02-07 20:00:00,1.0732,1.07349,1.0723,1.07334
2023-02-08 00:00:00,1.07333,1.07596,1.07238,1.0752
2023-02-08 04:00:00,1.07521,1.07607,1.07327,1.07336
2023-02-08 08:00:00,1.07337,1.07432,1.07137,1.07334
2023-02-08 12:00:00,1.07333,1.074,1.07092,1.07136
2023-02-08 16:00:00,1.07136,1.07189,1.07096,1.07158
2023-02-08 20:00:00,1.07158,1.07326,1.07093,1.07319
2023-02-09 00:00:00,1.07319,1.07592,1.07239,1.07527
2023-02-09 04:00:00,1.07528,1.07783,1.07508,1.07691
2023-02-09 08:00:00,1.07691,1.07907,1.07441,1.07606
2023-02-09 12:00:00,1.07603,1.07613,1.07312,1.07334
2023-02-09 16:00:00,1.07334,1.07412,1.07254,1.07345
2023-02-09 20:00:00,1.07344,1.07386,1.07171,1.07183
2023-02-10 00:00:00,1.07182,1.07525,1.0718,1.0742
2023-02-10 04:00:00,1.07419,1.07447,1.06811,1.06831
2023-02-10 08:00:00,1.0683,1.07067,1.06679,1.06686
2023-02-10 12:00:00,1.06685,1.06807,1.06661,1.06788
2023-02-10 16:00:00,1.06789,1.06799,1.06753,1.06754
2023-02-12 17:00:00,1.06808,1.06821,1.06677,1.06724
2023-02-12 20:00:00,1.06724,1.06748,1.06553,1.06671
2023-02-13 00:00:00,1.06671,1.06897,1.06628,1.06742
2023-02-13 04:00:00,1.06741,1.06965,1.0663,1.06905
2023-02-13 08:00:00,1.06904,1.07272,1.0676,1.07168
2023-02-13 12:00:00,1.07167,1.07297,1.07115,1.07225
2023-02-13 16:00:00,1.07225,1.07367,1.07206,1.07332
2023-02-13 20:00:00,1.07334,1.07398,1.07253,1.07379
2023-02-14 00:00:00,1.07378,1.07499,1.07286,1.07486
2023-02-14 04:00:00,1.07485,1.07677,1.07445,1.07579
2023-02-14 08:00:00,1.07578,1.08044,1.07066,1.07211
2023-02-14 12:00:00,1.07212,1.07454,1.0719,1.07377
2023-02-14 16:00:00,1.07377,1.07399,1.07326,1.07378
2023-02-14 20:00:00,1.07379,1.07443,1.07142,1.07182
2023-02-15 00:00:00,1.0718,1.07284,1.06997,1.07242
2023-02-15 04:00:00,1.07242,1.07327,1.06966,1.06974
2023-02-15 08:00:00,1.06973,1.07058,1.06649,1.0682
2023-02-15 12:00:00,1.0682,1.06901,1.06604,1.069
2023-02-15 16:00:00,1.06899,1.06953,1.06843,1.06891
2023-02-15 20:00:00,1.0689,1.07147,1.06867,1.0707
2023-02-16 00:00:00,1.0707,1.07222,1.0696,1.07066
2023-02-16 04:00:00,1.07065,1.07126,1.06888,1.06936
2023-02-16 08:00:00,1.06937,1.07086,1.06544,1.06829
2023-02-16 12:00:00,1.06829,1.06973,1.06691,1.06736
2023-02-16 16:00:00,1.06735,1.06755,1.06551,1.06599
2023-02-16 20:00:00,1.06601,1.06654,1.06326,1.06381
2023-02-17 00:00:00,1.06381,1.06468,1.06292,1.06436
2023-02-17 04:00:00,1.06436,1.06611,1.06126,1.06198
2023-02-17 08:00:00,1.06199,1.06819,1.06199,1.06769
2023-02-17 12:00:00,1.06768,1.06982,1.06767,1.06944
2023-02-17 16:00:00,1.06945,1.06976,1.06925,1.06929
2023-02-19 17:00:00,1.06849,1.06933,1.06728,1.06788
2023-02-19 20:00:00,1.06788,1.06912,1.06733,1.06864
2023-02-20 00:00:00,1.06865,1.07044,1.06836,1.06925
2023-02-20 04:00:00,1.06926,1.06991,1.06704,1.06712
2023-02-20 09:00:00,1.06803,1.06913,1.06781,1.06882
2023-02-20 13:00:00,1.06854,1.06873,1.06832,1.06844
2023-02-20 17:00:00,1.06839,1.06874,1.06769,1.0677
2023-02-20 20:00:00,1.06769,1.06777,1.0662,1.06683
2023-02-21 00:00:00,1.06682,1.06883,1.06594,1.06603
2023-02-21 04:00:00,1.06603,1.0675,1.06425,1.06571
2023-02-21 08:00:00,1.06598,1.0698,1.06456,1.0685
2023-02-21 12:00:00,1.06561,1.06626,1.06397,1.06484
2023-02-21 16:00:00,1.06455,1.06583,1.0643,1.06576
2023-02-21 20:00:00,1.06576,1.06638,1.06535,1.06585
2023-02-22 00:00:00,1.06584,1.06632,1.06426,1.06452
2023-02-22 04:00:00,1.06454,1.06504,1.06245,1.063
2023-02-22 08:00:00,1.06477,1.06573,1.06249,1.06267
2023-02-22 13:00:00,1.0628,1.06359,1.05989,1.06026
2023-02-22 17:00:00,1.06031,1.0612,1.06012,1.06117
2023-02-22 20:00:00,1.06116,1.06247,1.06107,1.06243
2023-02-23 00:00:00,1.06242,1.06275,1.06029,1.06057
2023-02-23 04:00:00,1.06059,1.0619,1.0587,1.06137
2023-02-23 09:00:00,1.06075,1.06164,1.0579,1.05822
2023-02-23 13:00:00,1.05852,1.06032,1.05807,1.0603
2023-02-23 17:00:00,1.05934,1.06071,1.05927,1.06071
2023-02-23 20:00:00,1.06069,1.06141,1.05932,1.05998
2023-02-24 00:00:00,1.05997,1.06021,1.05797,1.05887
2023-02-24 04:00:00,1.05886,1.05959,1.05641,1.05661
2023-02-24 09:00:00,1.05535,1.05605,1.05359,1.05434
2023-02-24 13:00:00,1.05469,1.05555,1.05439,1.05469
2023-02-26 17:00:00,1.05451,1.05556,1.05439,1.05544
2023-02-26 20:00:00,1.05545,1.05598,1.054,1.05488
2023-02-27 00:00:00,1.05487,1.05611,1.05328,1.05523
2023-02-27 04:00:00,1.05522,1.05677,1.05485,1.05582
2023-02-27 09:00:00,1.05827,1.06041,1.05759,1.0595
2023-02-27 13:00:00,1.06011,1.06095,1.05986,1.0608
2023-02-27 17:00:00,1.06088,1.06148,1.06014,1.06096
2023-02-27 20:00:00,1.06095,1.06101,1.05855,1.059
2023-02-28 00:00:00,1.05899,1.06198,1.05817,1.06157
2023-02-28 04:00:00,1.06159,1.0626,1.06036,1.06173
2023-02-28 09:00:00,1.0631,1.06406,1.06,1.06005
2023-02-28 13:00:00,1.06052,1.06065,1.05762,1.05763
2023-02-28 17:00:00,1.05727,1.0579,1.05651,1.05682
2023-02-28 20:00:00,1.05683,1.05955,1.05672,1.0589
2023-03-01 00:00:00,1.05889,1.06486,1.05888,1.06482
2023-03-01 04:00:00,1.06482,1.06739,1.06376,1.06695
2023-03-01 08:00:00,1.06865,1.06913,1.06434,1.06721
2023-03-01 12:00:00,1.0673,1.06779,1.06463,1.0657
2023-03-01 16:00:00,1.06647,1.06726,1.06582,1.06601
2023-03-01 20:00:00,1.06603,1.06618,1.06444,1.06479
2023-03-02 00:00:00,1.06478,1.06485,1.06259,1.06383
2023-03-02 04:00:00,1.06382,1.06429,1.06129,1.06138
2023-03-02 08:00:00,1.06057,1.06145,1.05819,1.06086
2023-03-02 12:00:00,1.05939,1.05948,1.05764,1.05927
2023-03-02 16:00:00,1.06002,1.06115,1.05946,1.06105
2023-03-02 20:00:00,1.06105,1.06148,1.06017,1.06085
2023-03-03 00:00:00,1.06085,1.0629,1.0608,1.06208
2023-03-03 04:00:00,1.06208,1.06231,1.06003,1.06123
2023-03-03 09:00:00,1.06223,1.06294,1.05924,1.06159
2023-03-03 13:00:00,1.06245,1.06384,1.06198,1.0635
2023-03-05 18:00:00,1.06266,1.06364,1.06232,1.06266
2023-03-05 20:00:00,1.06269,1.06498,1.0624,1.06426
2023-03-06 00:00:00,1.06428,1.06572,1.0637,1.06415
2023-03-06 04:00:00,1.06417,1.06475,1.06219,1.06415
2023-03-06 10:00:00,1.06686,1.06894,1.06612,1.06785
2023-03-06 12:00:00,1.06933,1.06942,1.06682,1.06754
2023-03-06 16:00:00,1.0677,1.06868,1.06757,1.06789
2023-03-06 20:00:00,1.06791,1.06931,1.06763,1.06903
2023-03-07 00:00:00,1.06902,1.06943,1.06697,1.06735
2023-03-07 04:00:00,1.06735,1.06735,1.06542,1.06607
2023-03-07 08:00:00,1.06693,1.06719,1.06401,1.06477
2023-03-07 12:00:00,1.05725,1.0588,1.0552,1.05558
2023-03-07 16:00:00,1.05505,1.05534,1.05419,1.05502
2023-03-07 20:00:00,1.05501,1.05504,1.05274,1.05349
2023-03-08 00:00:00,1.05348,1.05479,1.05241,1.05365
2023-03-08 04:00:00,1.05365,1.05484,1.0534,1.05377
2023-03-08 08:00:00,1.05466,1.05614,1.05367,1.0556
2023-03-08 12:00:00,1.05474,1.05519,1.05412,1.05456
2023-03-08 16:00:00,1.05472,1.05532,1.05415,1.05466
2023-03-08 20:00:00,1.05466,1.05532,1.05378,1.05517
2023-03-09 00:00:00,1.05516,1.05631,1.0548,1.05571
2023-03-09 04:00:00,1.05572,1.05812,1.05502,1.05709
2023-03-09 08:00:00,1.05591,1.05862,1.05524,1.05756
2023-03-09 13:00:00,1.05771,1.059,1.05728,1.05895
2023-03-09 16:00:00,1.0579,1.05993,1.0575,1.05986
2023-03-09 20:00:00,1.05985,1.05991,1.05791,1.05945
2023-03-10 00:00:00,1.05944,1.06066,1.05738,1.05914
2023-03-10 04:00:00,1.05913,1.06036,1.05778,1.05941
2023-03-10 09:00:00,1.06215,1.06873,1.06119,1.06585
2023-03-10 13:00:00,1.06683,1.06726,1.06364,1.06368
2023-03-12 16:00:00,1.06808,1.06979,1.0674,1.06815
2023-03-12 20:00:00,1.06814,1.07369,1.06637,1.07176
2023-03-13 00:00:00,1.07176,1.07372,1.07038,1.07073
2023-03-13 04:00:00,1.07073,1.07073,1.065,1.06963
2023-03-13 10:00:00,1.07224,1.07423,1.07114,1.07394
2023-03-13 14:00:00,1.07338,1.07346,1.07208,1.07305
2023-03-13 18:00:00,1.07268,1.07291,1.07115,1.07189
2023-03-13 20:00:00,1.07189,1.07211,1.06979,1.07025
2023-03-14 00:00:00,1.07024,1.07153,1.06787,1.07061
2023-03-14 04:00:00,1.0706,1.07486,1.06911,1.07354
2023-03-14 08:00:00,1.07354,1.07433,1.06979,1.07171
2023-03-14 14:00:00,1.07416,1.07431,1.07337,1.07414
2023-03-14 16:00:00,1.0732,1.07368,1.0725,1.07336
2023-03-14 20:00:00,1.07337,1.07597,1.07312,1.07447
2023-03-15 00:00:00,1.07447,1.07462,1.07266,1.07314
2023-03-15 04:00:00,1.07314,1.07327,1.06196,1.06269
2023-03-15 08:00:00,1.05562,1.05583,1.05158,1.05338
2023-03-15 12:00:00,1.0542,1.05923,1.05419,1.05801
2023-03-15 16:00:00,1.0577,1.05982,1.05729,1.05895
2023-03-15 20:00:00,1.05895,1.06032,1.05861,1.06027
2023-03-16 00:00:00,1.06025,1.06353,1.05927,1.06122
2023-03-16 04:00:00,1.06122,1.06207,1.05758,1.05878
2023-03-16 09:00:00,1.06069,1.06251,1.05728,1.06185
2023-03-16 12:00:00,1.06186,1.06206,1.05915,1.06099
2023-03-16 17:00:00,1.06122,1.06202,1.06101,1.06182
2023-03-16 20:00:00,1.06181,1.06491,1.06142,1.0649
2023-03-17 00:00:00,1.06491,1.06699,1.06442,1.06521
2023-03-17 04:00:00,1.06524,1.06598,1.06122,1.0626
2023-03-17 09:00:00,1.06258,1.06756,1.06248,1.06672
2023-03-17 13:00:00,1.06729,1.06852,1.06584,1.06647
2023-03-19 17:00:00,1.06821,1.06885,1.06661,1.06808
2023-03-19 20:00:00,1.06808,1.06898,1.06646,1.06697
2023-03-20 00:00:00,1.06695,1.0681,1.06311,1.0661
2023-03-20 04:00:00,1.0661,1.07176,1.06496,1.0705
2023-03-20 09:00:00,1.07237,1.07295,1.07067,1.07251
2023-03-20 13:00:00,1.07161,1.07256,1.0714,1.072
2023-03-20 17:00:00,1.07198,1.0726,1.07151,1.07175
2023-03-20 20:00:00,1.07175,1.07223,1.07096,1.07121
2023-03-21 00:00:00,1.07121,1.07387,1.07038,1.07298
2023-03-21 04:00:00,1.07297,1.07825,1.07246,1.0781
2023-03-21 09:00:00,1.07768,1.07799,1.07607,1.07674
2023-03-21 13:00:00,1.07643,1.07719,1.07561,1.0767
2023-03-21 17:00:00,1.07674,1.07759,1.07658,1.07678
2023-03-21 20:00:00,1.07679,1.07767,1.07652,1.07686
2023-03-22 00:00:00,1.07688,1.07828,1.0759,1.078
2023-03-22 04:00:00,1.07801,1.0798,1.07755,1.07972
2023-03-22 08:00:00,1.07818,1.07957,1.07757,1.07912
2023-03-22 12:00:00,1.07988,1.08925,1.07897,1.08653
2023-03-22 16:00:00,1.08535,1.08835,1.08531,1.08834
2023-03-22 20:00:00,1.08832,1.09056,1.08789,1.09035
2023-03-23 00:00:00,1.09036,1.09296,1.0891,1.08996
2023-03-23 04:00:00,1.08996,1.09036,1.08696,1.08759
2023-03-23 08:00:00,1.08731,1.09079,1.08729,1.08898
2023-03-23 12:00:00,1.08955,1.08955,1.0824,1.08397
2023-03-23 18:00:00,1.08316,1.08356,1.08245,1.08325
2023-03-23 20:00:00,1.08325,1.08351,1.08171,1.08341
2023-03-24 00:00:00,1.08341,1.0837,1.07679,1.07797
2023-03-24 04:00:00,1.07799,1.07907,1.07131,1.07491
2023-03-24 10:00:00,1.07498,1.07638,1.07415,1.07611
2023-03-24 12:00:00,1.0757,1.07675,1.07553,1.07589
2023-03-26 17:00:00,1.07752,1.07798,1.07648,1.07774
2023-03-26 20:00:00,1.07775,1.07775,1.07575,1.07715
2023-03-27 00:00:00,1.07715,1.07821,1.07449,1.07515
2023-03-27 04:00:00,1.07511,1.07726,1.07504,1.07677
2023-03-27 09:00:00,1.07731,1.07948,1.07701,1.07815
2023-03-27 12:00:00,1.07876,1.07965,1.07864,1.07957
2023-03-27 17:00:00,1.07977,1.08076,1.07948,1.08062
2023-03-27 20:00:00,1.08061,1.08194,1.08033,1.0815
2023-03-28 00:00:00,1.08151,1.08339,1.0806,1.08204
2023-03-28 04:00:00,1.08202,1.08365,1.08103,1.08312
2023-03-28 09:00:00,1.08392,1.08459,1.08222,1.08427
2023-03-28 13:00:00,1.0842,1.08485,1.08365,1.08476
2023-03-28 17:00:00,1.08438,1.08444,1.08364,1.08388
2023-03-28 20:00:00,1.0839,1.08494,1.08346,1.08364
2023-03-29 00:00:00,1.08364,1.08438,1.08177,1.08368
2023-03-29 04:00:00,1.08368,1.08713,1.08265,1.08551
2023-03-29 09:00:00,1.08536,1.08583,1.08246,1.08249
2023-03-29 13:00:00,1.08277,1.08481,1.08257,1.08393
2023-03-29 17:00:00,1.0843,1.08458,1.08399,1.08425
2023-03-29 20:00:00,1.08424,1.08434,1.08263,1.08329
2023-03-30 00:00:00,1.0833,1.08577,1.08235,1.08547
2023-03-30 04:00:00,1.08547,1.08812,1.08505,1.08787
2023-03-30 09:00:00,1.09101,1.09262,1.08944,1.08979
2023-03-30 13:00:00,1.09048,1.09077,1.0892,1.09068
2023-03-30 17:00:00,1.09053,1.09061,1.09018,1.09041
2023-03-30 20:00:00,1.0904,1.09257,1.09012,1.09068
2023-03-31 00:00:00,1.09067,1.09107,1.088,1.08845
2023-03-31 04:00:00,1.08846,1.08959,1.08675,1.0869
2023-03-31 08:00:00,1.08672,1.09018,1.08574,1.08668
2023-03-31 12:00:00,1.08718,1.08723,1.08518,1.08554
2023-03-31 16:00:00,1.08457,1.0846,1.08368,1.08386
2023-04-02 17:00:00,1.08398,1.0844,1.08011,1.08023
2023-04-02 20:00:00,1.08024,1.08167,1.07882,1.07899
2023-04-03 00:00:00,1.079,1.08418,1.07891,1.0839
2023-04-03 04:00:00,1.08389,1.08777,1.08299,1.08765
2023-04-03 11:00:00,1.08871,1.08939,1.08784,1.08903
2023-04-03 12:00:00,1.08902,1.09074,1.08839,1.09062
2023-04-03 16:00:00,1.09061,1.09095,1.09,1.09066
2023-04-03 20:00:00,1.09067,1.09097,1.08884,1.08885
2023-04-04 00:00:00,1.08886,1.0938,1.08828,1.0925
2023-04-04 04:00:00,1.0925,1.09359,1.09136,1.09207
2023-04-04 08:00:00,1.08974,1.09701,1.08867,1.09506
2023-04-04 12:00:00,1.09506,1.09538,1.09432,1.09532
2023-04-04 16:00:00,1.09572,1.09597,1.09522,1.09573
2023-04-04 20:00:00,1.09576,1.09695,1.09553,1.09596
2023-04-05 00:00:00,1.09596,1.09673,1.09466,1.09501
2023-04-05 04:00:00,1.09502,1.09603,1.09408,1.09457
2023-04-05 09:00:00,1.09578,1.09668,1.09027,1.09101
2023-04-05 12:00:00,1.09173,1.09197,1.08962,1.09088
2023-04-05 16:00:00,1.09035,1.09103,1.09011,1.09029
2023-04-05 20:00:00,1.09029,1.09043,1.08845,1.08918
2023-04-06 00:00:00,1.08918,1.0917,1.08896,1.09066
2023-04-06 04:00:00,1.09065,1.09167,1.08923,1.09151
2023-04-06 08:00:00,1.0915,1.09283,1.08858,1.09259
2023-04-06 12:00:00,1.09258,1.09375,1.09213,1.09229
2023-04-06 16:00:00,1.09229,1.09233,1.09156,1.09194
2023-04-09 17:04:00,1.0898,1.09134,1.0898,1.09129
